id,province_id,name_th,name_en
669,51,แม่ระมาด,Mae Ramat
670,51,ท่าสองยาง,Tha Song Yang
671,51,แม่สอด,Mae Sot
672,51,พบพระ,Phop Phra
673,51,อุ้มผาง,Um Phang
674,51,วังเจ้า,Wang Chao
675,52,เมืองสุโขทัย,Mueang Sukhothai
676,52,บ้านด่านลานหอย,Ban Dan Lan Hoi
677,52,คีรีมาศ,Khiri Mat
678,52,กงไกรลาศ,Kong Krailat
679,52,ศรีสัชนาลัย,Si Satchanalai
680,52,ศรีสำโรง,Si Samrong
681,52,สวรรคโลก,Sawankhalok
682,52,ศรีนคร,Si Nakhon
683,52,ทุ่งเสลี่ยม,Thung Saliam
684,53,เมืองพิษณุโลก,Mueang Phitsanulok
685,53,นครไทย,Nakhon Thai
686,53,ชาติตระการ,Chat Trakan
687,53,บางระกำ,Bang Rakam
688,53,บางกระทุ่ม,Bang Krathum
689,53,พรหมพิราม,Phrom Phiram
690,53,วัดโบสถ์,Wat Bot
691,53,วังทอง,Wang Thong
692,53,เนินมะปราง,Noen Maprang
693,54,เมืองพิจิตร,Mueang Phichit
694,54,วังทรายพูน,Wang Sai Phun
695,54,โพธิ์ประทับช้าง,Pho Prathap Chang
696,54,ตะพานหิน,Taphan Hin
697,54,บางมูลนาก,Bang Mun Nak
698,54,โพทะเล,Pho Thale
699,54,สามง่าม,Sam Ngam
700,54,ทับคล้อ,Tap Khlo
701,54,สากเหล็ก,Sak Lek
702,54,บึงนาราง,Bueng Na Rang
703,54,ดงเจริญ,Dong Charoen
704,54,วชิรบารมี,Wachirabarami
705,55,เมืองเพชรบูรณ์,Mueang Phetchabun
706,55,ชนแดน,Chon Daen
707,55,หล่มสัก,Lom Sak
708,55,หล่มเก่า,Lom Kao
709,55,วิเชียรบุรี,Wichian Buri
710,55,ศรีเทพ,Si Thep
711,55,หนองไผ่,Nong Phai
712,55,บึงสามพัน,Bueng Sam Phan
713,55,น้ำหนาว,Nam Nao
714,55,วังโป่ง,Wang Pong
715,55,เขาค้อ,Khao kho
716,56,เมืองราชบุรี,Mueang Ratchaburi
717,56,จอมบึง,Chom Bueng
718,56,สวนผึ้ง,Suan Phueng
719,56,ดำเนินสะดวก,Damnoen Saduak
720,56,บ้านโป่ง,Ban Pong
721,56,บางแพ,Bang Phae
722,56,โพธาราม,Photharam
723,56,ปากท่อ,Pak Tho
724,56,วัดเพลง,Wat Phleng
725,56,บ้านคา,Ban Kha
726,57,เมืองกาญจนบุรี,Mueang Kanchanaburi
727,57,ไทรโยค,Sai Yok
728,57,บ่อพลอย,Bo Phloi
729,57,ศรีสวัสดิ์,Si Sawat
730,57,ท่ามะกา,Tha Maka
731,57,ท่าม่วง,Tha Muang
732,57,ทองผาภูมิ,Thong Pha Phum
733,57,สังขละบุรี,Sangkhla Buri
734,57,พนมทวน,Phanom Thuan
735,57,เลาขวัญ,Lao Khwan
736,57,ด่านมะขามเตี้ย,Dan Makham Tia
737,57,หนองปรือ,Nong Prue
738,57,ห้วยกระเจา,Huai Krachao
739,58,เมืองสุพรรณบุรี,Mueang Saphan Buri
740,58,เดิมบางนางบวช,Doem Bang Nang Buat
741,58,ด่านช้าง,Dan Chang
742,58,บางปลาม้า,Bang Pla Ma
743,58,ศรีประจันต์,Si Prachan
744,58,ดอนเจดีย์,Don Chedi
745,58,สองพี่น้อง,Song Phi Nong
746,58,สามชุก,Sam Chuk
747,58,อู่ทอง,U Thong
748,58,หนองหญ้าไซ,Nong Ya Sai
749,59,เมืองนครปฐม,mueang Nakhon Pathom
750,59,กำแพงแสน,Kamphaeng Saen
751,59,นครชัยศรี,Nakhon Chai Si
752,59,ดอนตูม,Don Tum
753,59,บางเลน,Bang Len
754,59,สามพราน,Sam Phran
755,59,พุทธมณฑล,Phutthamonthon
756,60,เมืองสมุทรสาคร,Mueang Samut Sakhon
757,60,กระทุ่มแบน,Krathum Baen
758,60,บ้านแพ้ว,Ban Phaeo
759,61,เมืองสมุทรสงคราม,Mueang Samut Songkhram
760,61,บางคนที,Bang Khonthi
761,61,อัมพวา,Amphawa
762,62,เมืองเพชรบุรี,Mueang Phetchaburi
763,62,เขาย้อย,Khao Yoi
764,62,หนองหญ้าปล้อง,Nong Ya Plong
765,62,ชะอำ,Cha-am
766,62,ท่ายาง,Tha Yang
767,62,บ้านลาด,Ban Lat
768,62,บ้านแหลม,Ban Laem
769,62,แก่งกระจาน,Kaeng Krachan
770,63,เมืองประจวบคีรีขันธ์,Mueang Prachuap Khiri Khan
771,63,กุยบุรี,Kui Buri
772,63,ทับสะแก,Thap Sakae
773,63,บางสะพาน,Bang Saphan
774,63,บางสะพานน้อย,Bang Saphan Noi
775,63,ปราณบุรี,Pran Buri
776,63,หัวหิน,Hua Hin
777,63,สามร้อยยอด,Sam Roi Yot
778,64,เมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat
779,64,พรหมคีรี,Phrom Khiri
780,64,ลานสกา,Lan Saka
781,64,ฉวาง,Chawang
782,64,พิปูน,Phipun
783,64,เชียรใหญ่,Chian Yai
784,64,ชะอวด,Cha-uat
785,64,ท่าศาลา,Tha Sala
786,64,ทุ่งสง,Thung Song
787,64,นาบอน,Na Bon
788,64,ทุ่งใหญ่,Thung Yai
789,64,ปากพนัง,Pak Phanang
790,64,ร่อนพิบูลย์,Ron Phibun
791,64,สิชล,Sichon
792,64,ขนอม,Khanom
793,64,หัวไทร,Hua Sai
794,64,บางขัน,Bang Khan
795,64,ถ้ำพรรณรา,Tham Phannara
796,64,จุฬาภรณ์,Chulabhorn
797,64,พระพรหม,Phra Phrom
798,64,นบพิตำ,Nopphitam
799,64,ช้างกลาง,Chang Klang
800,64,เฉลิมพระเกียรติ,Chaloem Phra Kiet
801,65,เมืองกระบี่,Mueang Krabi
802,65,เขาพนม,Khao Phanom
803,65,เกาะลันตา,Ko Lanta
804,65,คลองท่อม,Khlong Thom
805,65,อ่าวลึก,Ao Luek
806,65,ปลายพระยา,Plai Phraya
807,65,ลำทับ,Lam Thap
808,65,เหนือคลอง,Nuea Khlong
809,66,เมืองพังงา,Mueang Phang-nga
810,66,เกาะยาว,Ko Yao
811,66,กะปง,Kapong
812,66,ตะกั่วทุ่ง,Takua Thung
813,66,ตะกั่วป่า,Takua Pa
814,66,คุระบุรี,Khura Buri
815,66,ทับปุด,Thap Put
816,66,ท้ายเหมือง,Thai Mueang
817,67,เมืองภูเก็ต,Mueang Phuket
818,67,กะทู้,Kathu
819,67,ถลาง,Thalang
820,68,เมืองสุราษฎร์ธานี,Mueang Surat Thani
821,68,กาญจนดิษฐ์,Kanchanadit
822,68,ดอนสัก,Don Sak
823,68,เกาะสมุย,Ko Samui
824,68,เกาะพะงัน,Ko Pha-ngan
825,68,ไชยา,Chaiya
826,68,ท่าชนะ,Tha Chana
827,68,คีรีรัฐนิคม,Khiri Rat Nikhom
828,68,บ้านตาขุน,Ban Ta Khun
829,68,พนม,Phanom
830,68,ท่าฉาง,Tha Chang
831,68,บ้านนาสาร,Ban Na San
832,68,บ้านนาเดิม,Ban Na Doem
833,68,เคียนซา,Khian Sa
834,68,เวียงสระ,Wiang Sa
835,68,พระแสง,Phrasaeng
836,68,พุนพิน,Phunphin
837,68,ชัยบุรี,Chai Buri
838,68,วิภาวดี,Chai Buri
839,69,เมืองระนอง,Mueang Ranong
840,69,ละอุ่น,La-un
841,69,กะเปอร์,Papoe
842,69,กระบุรี,Kra Buri
843,69,สุขสำราญ,Suk Samran
844,70,เมืองชุมพร,Mueang Chumphon
845,70,ท่าแซะ,Tha Sae
846,70,ปะทิว,Pathio
847,70,หลังสวน,Lang Suan
848,70,ละแม,Lamae
849,70,พะโต๊ะ,Phato
850,70,สวี,Sawi
851,70,ทุ่งตะโก,Thung Tako
852,71,เมืองสงขลา,Muaeng Songkhla
853,71,สทิงพระ,Sathing Phra
854,71,จะนะ,Chana
855,71,นาทวี,Na Thawi
856,71,เทพา,Thepha
857,71,สะบ้าย้อย,Saba Yoi
858,71,ระโนด,Ranot
859,71,กระแสสินธุ์,Krasae Sin
860,71,รัตภูมิ,Rattaphum
861,71,สะเดา,Sadao
862,71,หาดใหญ่,Hat Yai
863,71,นาหม่อม,Na Mom
864,71,ควนเนียง,Khuan Niang
865,71,บางกล่ำ,Bang Klam
866,71,สิงหนคร,Singhanakhon
867,71,คลองหอยโข่ง,Khlong Hoi Khong
868,72,เมืองสตูล,Mueang Satun
869,72,ควนโดน,Khuan Don
870,72,ควนกาหลง,Khuan Kalong
871,72,ท่าแพ,Tha Phae
872,72,ละงู,La-ngu
873,72,ทุ่งหว้า,Thung  Wa
874,72,มะนัง,Manang
875,73,เมืองตรัง,Mueang Trang
876,73,กันตัง,Kantang
877,73,ย่านตาขาว,Yan Ta Khao
878,73,ปะเหลียน,Palian
879,73,สิเกา,Sikao
880,73,ห้วยยอด,Huai Yot
881,73,วังวิเศษ,Wang Wiset
882,73,นาโยง,Na Yong
883,73,รัษฎา,Ratsada
884,73,หาดสำราญ,Hat Samran
885,74,เมืองพัทลุง,Mueang Phatthalung
886,74,กงหรา,Kong Ra
887,74,เขาชัยสน,Khao Chaison
888,74,ตะโหมด,Tamot
889,74,ควนขนุน,Khuan Khanun
890,74,ปากพะยูน,Pak Phayun
891,74,ศรีบรรพต,Si Banphot
892,74,ป่าบอน,Pa Bon
893,74,บางแก้ว,Bang Kaeo
894,74,ป่าพยอม,Pa Phayom
895,74,ศรีนครินทร์,Srinagarindra
896,75,เมืองปัตตานี,Mueang Pattani
897,75,โคกโพธิ์,Khok Pho
898,75,หนองจิก,Nong Chik
899,75,ปะนาเระ,Panare
900,75,มายอ,Mayo
901,75,ทุ่งยางแดง,Thung Yang Daeng
902,75,สายบุรี,Sai Buri
903,75,ไม้แก่น,Mai Kaen
904,75,ยะหริ่ง,Yaring
905,75,ยะรัง,Yarang
906,75,กะพ้อ,Kapho
907,75,แม่ลาน,Mae Lan
908,76,เมืองยะลา,Mueang Yala
909,76,เบตง,Betong
910,76,บันนังสตา,Bannang Sata
911,76,ธารโต,Than To
912,76,ยะหา,Yaha
913,76,รามัน,Raman
914,76,กาบัง,Kabang
915,76,กรงปีนัง,Krong Pinang
916,77,เมืองนราธิวาส,Mueang Narathiwat
917,77,ตากใบ,Tak Bai
918,77,บาเจาะ,Tak Bai
919,77,ยี่งอ,Yi-ngo
920,77,ระแงะ,Ra-ngae
921,77,รือเสาะ,Rueso
922,77,ศรีสาคร,Si Sakhon
923,77,แว้ง,Waeng
924,77,สุคิริน,Sukhirin
925,77,สุไหงโก-ลก,Su-ngai Kolok
926,77,สุไหงปาดี,Su-ngai Padi
927,77,จะแนะ,Chanae
928,77,เจาะไอร้อง,Cho-airong
